game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,category,compilation,designer,expansion,mechanic,publisher,average_rating,users_rated
1540,20,90,12,2,90,BattleTech,90,1985,"Fighting,Miniatures,Science Fiction,Wargame",,"Forest Brown,L. R. ""Butch"" Leeper,Jordan Weisman","Battleforce 2,BattleMech Recognition Cards,BattleTech BattlePack: Fourth Succession War,BattleTech Field Manual:   Warden Clans,BattleTech Field Manual: Capellan Confederation,BattleTech Field Manual: ComStar,BattleTech Field Manual: Crusader Clans,BattleTech Field Manual: Draconis Combine,BattleTech Field Manual: Federated Suns,BattleTech Field Manual: Free World's League,BattleTech Field Manual: Lyran Alliance,Battletech Field Manual: Mercenaries,BattleTech Field Manual: The Periphery,BattleTech Manual: The Rules of Warfare,Battletech Operation: Stiletto,BattleTech Record Sheets Volume Five: Vehicles,BattleTech Record Sheets Volume Four: Assault 'Mechs,BattleTech Record Sheets Volume One: Light 'Mechs,BattleTech Record Sheets Volume Six: 3055 'Mechs,BattleTech Record Sheets Volume Three: Heavy 'Mechs,BattleTech Record Sheets Volume Two: Medium 'Mechs,Battletech Record Sheets: 3050,BattleTech Record Sheets: 3055 & 3058,BattleTech Reinforcements 2,BattleTech Reinforcements: BattleMech Record Sheets 3025,BattleTech Starter: Fist and Falcon,BattleTech Tactical Handbook,BattleTech Technical Readout: 2750,BattleTech Technical Readout: 3050,BattleTech Technical Readout: 3055,BattleTech Technical Readout: 3058,BattleTech: 1st Somerset Strikers,BattleTech: 20 Year Update,BattleTech: AeroTech 2,BattleTech: AeroTech 2 Record Sheets,BattleTech: Alpha Strike,BattleTech: BattleForce – The Galtor Campaign,Battletech: Chaos Campaign,BattleTech: Chaos March,BattleTech: ComStar,BattleTech: Cranston Snord's Irregulars,Battletech: Day of Heroes,BattleTech: Die Welt des 31. Jahrhunderts,Battletech: Explorer Corps,Battletech: First Strike,BattleTech: Handbook – House Steiner,Battletech: Historical Turning Points – Galtor,BattleTech: Hot Spots,BattleTech: Invading Clans,BattleTech: Jade Falcon Sourcebook,BattleTech: Luthien,BattleTech: Map Set 1,BattleTech: Map Set 2,BattleTech: Map Set 3,BattleTech: Map Set 4,BattleTech: Map Set 5,BattleTech: Map Set 6,BattleTech: Master Rules,BattleTech: Maximum Tech,BattleTech: McCarron's Armored Cavalry,BattleTech: Mercenary's Handbook,BattleTech: Mercenary's Handbook 3055,BattleTech: More Tales Of The Black Widow,BattleTech: Northwind Highlanders,BattleTech: Objective Raids,BattleTech: Operation Flashpoint,BattleTech: Reinforcements,BattleTech: Rhonda's Irregulars,BattleTech: Shattered Sphere,BattleTech: Solaris VII – The Game World,BattleTech: The Battle for Coventry,BattleTech: The Battle for Twycross,BattleTech: The Black Thorns,BattleTech: The Dragon Roars,BattleTech: The Falcon and the Wolf,BattleTech: The Fall of Terra,BattleTech: The Fourth Succession War Military Atlas Volume 1,BattleTech: The Fourth Succession War Military Atlas Volume 2,Battletech: The Fourth Succession War Scenarios Volume One,BattleTech: The Kell Hounds,Battletech: The Periphery,BattleTech: The Spider And The Wolf,BattleTech: The Star League,BattleTech: Tukayyid,BattleTech: Twilight Of The Clans,BattleTech: Wolf Clan Sourcebook,BattleTech: Wolf's Dragoons,Classic Battletech Field Manual: Mercenaries Revised,Classic BattleTech Field Manual: Updates,Classic BattleTech Map Set #7,Classic BattleTech: FedCom Civil War,Classic Battletech: Historical – Brush Wars,Classic Battletech: Historical – War of 3039,Classic Battletech: Jihad Hot Spots – 3070,Classic Battletech: Mercenaries Supplemental,Classic BattleTech: Record Sheets 3067,Classic Battletech: Record Sheets – 3039,Classic Battletech: Technical Readout 3025,Classic Battletech: Technical Readout – 3039,Classic Battletech: Technical Readout – 3050 Upgrade,Dropships and Jumpships,The Fox's Teeth: Exploits of McKinnon's Raiders,Gray Death Legion,House Davion: The Federated Suns,House Kurita: The Draconis Combine,House Liao: The Capellan Confederation,House Marik: The Free Worlds League,House Steiner: The Lyran Commonwealth,MechWarrior: Unbound,Rolling Thunder,Sorenson's Sabres,Tales of the Black Widow Company","Dice Rolling,Role Playing,Variable Player Powers","Altar Games,Catalyst Game Labs,Descartes Editeur,Devir,Diseños Orbitales,Ediciones Zinco S.A.,Encore (for boardgames),Falconer Printing,Fanpro,FASA,Group SNE,Imperium Jogos,Nexus,PRO-Games,אוליב (Olive)",6.95716,2847
1542,6,60,10,2,60,Calamity!,60,1983,Economic,,"Derek Carver,Ian Livingstone,Andrew Lloyd Webber",,Trading,Games Workshop Ltd.,5.20943,53
1543,6,60,10,2,60,Dragon Quest,60,1992,"Adventure,Exploration,Fantasy,Miniatures",,"William W. Connors,Walter E. Johnston, IV,David Wise",,"Campaign / Battle Card Driven,Grid Movement,Role Playing,Variable Player Powers","Grow Jogos e Brinquedos,TSR",6.19115,192
1544,6,45,10,2,45,Beyond Balderdash,45,1993,"Bluffing,Party Game,Word Game",,Paul Toyne,,"Paper-and-Pencil,Voting","Canada Games,Casper,Drumond Park Ltd.,Hasbro,Parker Brothers,Popular de Juguetes,Tactic,Ventura Games",6.77716,2348
1545,2,30,8,1,30,Flowerpower,30,2001,Abstract Strategy,,"Angelika Fassauer,Peter Haluszka",,"Area Control / Area Influence,Tile Placement",KOSMOS,6.61647,654
1547,4,45,10,2,45,Janus,45,1975,Abstract Strategy,,Rudi Hoffmann,,Modular Board,"KOSMOS,Spear's Games",6.27308,65
1549,4,30,10,3,30,Password,30,1962,"Movies / TV / Radio theme,Party Game,Word Game",Quick Picks Password & Password Junior,(Uncredited),,Partnerships,"Alga,Chad Valley Co Ltd.,Endless Games (I),Falomir Juegos,Jumbo,MB Spellen,MB Spiele,Milton Bradley,Nathan,Otto Maier Verlag",6.11235,794
1551,2,45,10,2,45,Sub Search,45,1973,"Children's Game,Deduction,Nautical",,(Uncredited),,Secret Unit Deployment,"Editrice Giochi,MB Giochi,MB Jeux,MB Spellen,MB Spiele,Milton Bradley",5.6936,258
1552,8,120,12,2,120,Illuminati: New World Order,120,1994,"Card Game,Collectible Components,Humor,Negotiation,Political,Science Fiction",,Steve Jackson (I),,"Action Point Allowance System,Dice Rolling,Hand Management,Tile Placement,Variable Player Powers","Pegasus Spiele,Steve Jackson Games",6.36325,1164
1555,4,30,8,2,30,Dungeon Dice,30,1977,"Dice,Fantasy",,Paul J. Gruen,,Press Your Luck,Parker Brothers,5.86774,327
1556,4,360,12,2,360,Tenjo,360,2001,"Medieval,Negotiation",,(Uncredited),,"Dice Rolling,Hand Management,Point to Point Movement",Whyspire? Games,5.05211,190
1558,6,120,12,2,120,Rogue Trooper,120,1987,"Adventure,Comic Book / Strip,Exploration,Fighting,Science Fiction",,Richard Halliwell,Rogue Trooper: We Gotta Traitor to Find,Hex-and-Counter,Games Workshop Ltd.,6.03155,309
1559,4,120,12,2,120,Wabbit's Wevenge,120,1986,"Comic Book / Strip,Fighting",,Mark Acres,,"Action Point Allowance System,Area Movement,Dice Rolling,Variable Player Powers",Pacesetter,5.51684,98
1560,3,120,12,2,120,Hero,120,1980,"Adventure,Fantasy,Fighting,Maze",,Michael E. Matheny,,,Yaquinto,5.61518,56
1561,10,60,8,3,60,Clue Master Detective,60,1988,"Deduction,Murder/Mystery",,(Uncredited),,"Memory,Paper-and-Pencil,Roll / Spin and Move","Hasbro,Parker Brothers,Waddington's Games, Inc.",6.56989,982
1563,6,1440,14,2,1440,Rise and Decline of the Third Reich,1440,1974,"Negotiation,Political,Wargame,World War II",,"Don Greenwood,John Prados",,"Dice Rolling,Hex-and-Counter,Simulation","Avalon Hill,Hobby Japan",6.79568,1548
1566,4,45,10,2,45,Simply Cosmic,45,1995,"Negotiation,Science Fiction",,"Bill Eberle,Jack Kittredge",,Variable Player Powers,Mayfair Games,6.47116,215
1568,4,120,10,2,120,Space Crusade,120,1990,"Miniatures,Science Fiction",,Stephen Baker,"Space Crusade: Eldar Attack,Space Crusade: Mission Dreadnought","Dice Rolling,Grid Movement,Modular Board,Variable Player Powers","Games Workshop Ltd.,Hasbro,MB Giochi,MB Juegos,MB peli,MB Spellen,MB Spiele,Milton Bradley,Oy Lollipop Ab",6.91392,2093
1570,2,90,12,2,90,Sirocco,90,1985,"Wargame,World War II",,"David ""Zeb"" Cook,Douglas Niles",,Campaign / Battle Card Driven,TSR,5.6722,173
1571,6,120,12,1,120,Sanctuary,120,1982,"Adventure,Economic,Fantasy,Fighting,Novel-based",,Bill Fawcett,,Dice Rolling,Mayfair Games,5.52959,245
1572,4,30,8,2,30,Situation 4,30,1968,"Puzzle,Real-time,Wargame",,Marvin Glass,,"Area Control / Area Influence,Partnerships","Brohm-Parker-Spiele,Miro Company,Parker Brothers",6.43333,108
1574,2,120,12,2,120,Tactics II,120,1958,Wargame,,Charles S. Roberts,,Grid Movement,Avalon Hill,5.3202,711
1575,2,120,12,2,120,Gettysburg (1977 Edition),120,1977,"American Civil War,Wargame",,Mick (Mike) Uhl,,Hex-and-Counter,Avalon Hill,5.67809,264
1576,2,90,12,2,90,Gettysburg (125th Anniversary edition),90,1988,"American Civil War,Wargame",,S. Craig Taylor,,Hex-and-Counter,Avalon Hill,6.54866,472
1577,6,180,12,1,180,Source of the Nile,180,1978,Exploration,,"Ross Maker,Dave Wesely",Tributary: A Supplement to Source of the Nile,,"Avalon Hill,Discovery Games",6.47821,508
1578,10,90,12,2,90,RoadKill,90,1993,"Card Game,Fighting,Racing,Science Fiction",,"Don Greenwood,Dan Verssen",,"Campaign / Battle Card Driven,Hand Management,Modular Board",Avalon Hill,5.85827,272
1579,16,45,10,2,45,Wrasslin',45,1990,"Card Game,Fighting",,Bruce Harper,,"Hand Management,Simulation,Variable Player Powers",Avalon Hill,5.91097,349
1580,5,60,10,2,60,Legends of Robin Hood,60,1991,"Adventure,Fighting",,Courtney F. Allen,,,Avalon Hill,5.54367,166
1581,6,120,12,2,120,London Cabbie Game,120,1971,Transportation,,"Drakes, Jarvis, Walsh, and Gluck, Ltd.",,Pick-up and Deliver,"Intellect Games,Waddington's Games, Inc.",5.67169,68
1582,2,60,16,2,60,Sicily: Triumph and Folly,60,2000,"Wargame,World War II",,Dean Essig,,Hex-and-Counter,The Gamers,7.79553,153
1583,4,120,12,1,120,"Barbarossa: Army Group Center, 1941",120,1998,"Wargame,World War II",,"Tony Curtis,Vance von Borries",,Hex-and-Counter,GMT Games,7.89764,106
1585,2,120,12,2,120,Burma,120,1999,"Wargame,World War II",,"Dean Essig,Dave Friedrichs",,"Dice Rolling,Hex-and-Counter","The Gamers,Multi-Man Publishing",7.86019,287
1586,4,90,10,2,90,The Hobbit Adventure Boardgame,90,1994,"Adventure,Fantasy,Novel-based",,H. Jean Vanaise,,Roll / Spin and Move,"Iron Crown Enterprises,Queen Games",5.71182,258
1588,6,45,8,2,45,Bauernschlau,45,1991,"Farming,Memory",,Tom Schoeps,,Secret Unit Deployment,"Dal Negro,F.X. Schmid",5.71413,138
1589,2,180,12,2,180,Star Fleet Battles,180,1979,"Movies / TV / Radio theme,Science Fiction,Space Exploration,Wargame",,Stephen V. Cole,"Battle Damage: Code Red,A Call To Arms: Star Fleet – Federation Fleet Box,A Call To Arms: Star Fleet – Klingon Fleet Box,A Call To Arms: Star Fleet – Kzinti Fleet Box,A Call To Arms: Star Fleet – Romulan Fleet Box,Captain's Log #1,Captain's Log #17,Captain's Log #2,Captain's Log #29,Captain's Log #3,Captain's Log #39,Captain's Log #4,Captain's Log #41,Captain's Log #8,Captain's Log #9,Deluxe Space Battle Maps,Galactic Conquest: A Star Fleet Universe Campaign Engine,Module R107 The Nicozian Concordance,Star Fleet Battles: Commander's Rulebook,Star Fleet Battles: Module P6 – The Galactic Smorgasbord","Hex-and-Counter,Point to Point Movement,Simultaneous Action Selection","Amarillo Design Bureau, Inc.,Task Force Games",6.78433,1136
1590,8,60,12,2,60,Stocks & Bonds,60,1964,Economic,,(Uncredited),,"Commodity Speculation,Dice Rolling,Simultaneous Action Selection,Stock Holding","3M,Avalon Hill",5.57763,527
1591,4,60,10,2,60,Ploy,60,1970,Abstract Strategy,,Frank Thibault,,Grid Movement,"3M,Dujardin,Grow Jogos e Brinquedos,Schmidt Spiele",6.2003,311
1593,6,120,12,2,120,Down with the King,120,1981,"Card Game,Fantasy,Negotiation,Political",,"Glenn Rahman,Kenneth Rahman",,Role Playing,"Avalon Hill,Verlag für Fantasy- und Science Fiction-Spiele",5.77938,404
1594,8,120,12,2,120,Federation Space,120,1981,"Movies / TV / Radio theme,Science Fiction,Wargame",,Stephen G. Wilcox,,Hex-and-Counter,Task Force Games,6.18217,129
1597,5,60,10,2,60,Streetcar,60,1995,"Racing,Trains,Transportation",,Stefan Dorra,,"Route/Network Building,Tile Placement","Goldsieber Spiele,Mayfair Games,Nelospelit,Noris Spiele,Olsen",6.46708,1347
1598,2,45,12,2,45,Olympica,45,1978,"Science Fiction,Wargame",,Lynn Willis,,Hex-and-Counter,Metagaming,6.18,100
1599,2,45,10,2,45,StarGate,45,1979,"Science Fiction,Wargame",,John H. Butterfield,,Hex-and-Counter,"SPI (Simulations Publications, Inc.)",5.63636,66
1603,6,90,10,2,90,Cortez,90,2001,"Civilization,Economic",,Hermann Huber,,"Campaign / Battle Card Driven,Partnerships,Trading",Piatnik,4.498,50
1604,4,60,8,2,60,The Mad Magazine Game,60,1979,"Comic Book / Strip,Humor",,(Uncredited),,Roll / Spin and Move,"Alga,Borras Plana S.A.,Carlit,Clipper,Kod Kod,Miro Company,Parker Brothers,United Toys,Zod",4.87407,1077
1607,12,60,10,3,60,Blurt!,60,1999,"Party Game,Trivia,Word Game",,Tim Walsh,,Roll / Spin and Move,"Educational Insights,Mattel,Patch Products",5.54,240
1608,1,240,12,1,240,Ambush!,240,1983,"Exploration,Fighting,Wargame,World War II",,"John H. Butterfield,Eric Lee Smith","Ambush! Move Out!,Ambush! Purple Heart,Ambush! Silver Star,Block Party,Fallschirmjager,Follow Me!: Mission #1 – Viva La Resistance,Follow Me!: Mission #2 – Verletzer Tieger,Follow Me!: Mission #3 – Toll Bridge,Traffic Control","Action Point Allowance System,Dice Rolling,Hex-and-Counter,Secret Unit Deployment","Hobby Japan,Victory Games (I)",7.37383,1807
1611,10,90,12,2,90,Bullwinkle and Rocky Role Playing Party Game,90,1988,"Adventure,Animals,Movies / TV / Radio theme,Party Game",,"David ""Zeb"" Cook,Warren Spector",,"Role Playing,Storytelling",TSR,5.44647,68
1613,4,45,6,2,45,Which Witch?,45,1970,"Action / Dexterity,Children's Game,Horror",,Marvin Glass,,"Area Movement,Roll / Spin and Move","Crown & Andrews Ltd.,Denys Fisher Toys,Editrice Giochi,Flair Games,Goliath B.V.,El Greco,HABA - Habermaaß GmbH,MB Giochi,MB Jeux,MB Juegos,MB peli,MB spel,MB Spellen,MB Spiele,Milton Bradley,Nilco S.A.,Toltoys",5.23109,626
1616,2,90,12,2,90,Remember the Alamo,90,1982,Wargame,,Kevin Hendryx,,,TSR,5.80412,51
1617,8,60,10,2,60,Icebergs,60,1982,"Nautical,Racing,Transportation",,Tom Wham,,Roll / Spin and Move,TSR,5.47321,56
1618,0,60,0,0,60,French Foreign Legion,60,1982,Wargame,,"Larry V. Brom,Vernon Jay Stribling,E. R. Teuber",,Chit-Pull System,Yaquinto,7.23214,56
1620,4,120,12,4,120,Decline and Fall,120,1972,"Ancient,Negotiation,Wargame",,Terence Peter Donnelly,,"Hex-and-Counter,Variable Player Powers","Ariel,Wargames Research Group",6.62742,93
1621,5,120,10,2,120,Mutant Chronicles: Siege of the Citadel,120,1993,"Science Fiction,Wargame",,Richard Borg,,"Action Point Allowance System,Grid Movement,Modular Board,Variable Player Powers","Casper,Playtoy Industries,Pressman Toy Corp.,Target Games",6.98924,906
1622,4,60,10,2,60,Strata 5,60,1984,Abstract Strategy,,(Uncredited),,Route/Network Building,Milton Bradley,5.81274,106
1623,5,45,10,2,45,Space Station Zemo,45,1998,"Print & Play,Racing,Science Fiction",,"Jeff Hannes,Tom Slizewski",,"Campaign / Battle Card Driven,Variable Player Powers",Inquest Gamer Magazine,6.56,50
1625,6,30,6,2,30,Pokémon Jr. Adventure Game: Pokémon Emergency!,30,2000,"Adventure,Fantasy,Movies / TV / Radio theme",,"Bill Slavicsek,Stan!",,Role Playing,"Parker Brothers,Wizards of the Coast",4.95593,59
1626,4,45,10,2,45,Krull,45,1983,"Medieval,Movies / TV / Radio theme",,(Uncredited),,Roll / Spin and Move,Parker Brothers,4.93714,70
1627,5,45,12,2,45,XXXenophile,45,1996,"Bluffing,Card Game,Collectible Components,Comic Book / Strip,Fantasy,Mature / Adult,Party Game,Science Fiction",,"James Ernest,Phil Foglio",,"Betting/Wagering,Set Collection",Slag-Bla entertainment (now XXXenophile Books),5.82981,260
1628,4,120,10,1,120,Elric,120,1977,"Adventure,Fantasy,Novel-based,Wargame",,"Charlie Krank,Greg Stafford",,Area Movement,"Avalon Hill,Chaosium,Hobby Japan",5.64382,233
1629,4,120,12,2,120,Air War: Modern Tactical Air Combat,120,1977,"Aviation / Flight,Modern Warfare,Wargame",,David C. Isby,"Air War Update Kit,Super Tomcat",Hex-and-Counter,"Hobby Japan,SPI (Simulations Publications, Inc.),TSR",5.19981,262
1631,1,180,12,1,180,Barbarian Prince,180,1981,"Adventure,Fantasy,Medieval,Print & Play",,Arnold Hendrick,,"Dice Rolling,Hex-and-Counter","(Web published),Dwarfstar Games,Heritage USA",6.46202,391
1632,4,60,10,2,60,Shapeshifters,60,1991,"Bluffing,Fantasy,Fighting,Wargame",,"Neal Sofge,Michael Wasson",,"Hex-and-Counter,Simultaneous Action Selection,Variable Player Powers",Fat Messiah Games,6.10764,72
1633,5,180,12,2,180,Spies!,180,1981,"Negotiation,Spies/Secret Agents,World War II",,"Lenny Glynn,John Prados",,"Action Point Allowance System,Pick-up and Deliver,Point to Point Movement,Take That","Hobby Japan,SPI (Simulations Publications, Inc.),TSR",6.29365,271
1634,4,120,12,1,120,Warhammer Quest,120,1995,"Adventure,Fantasy",,"Andy Jones,Gavin Thorpe","Chaos Dwarfs of Deep Forge (fan expansion to Warhammer Quest),Warhammer Quest: Bretonnian Knight,Warhammer Quest: Catacombs of Terror,Warhammer Quest: Chaos Warrior,Warhammer Quest: Dwarf Trollslayer,Warhammer Quest: Elf Ranger,Warhammer Quest: Halfling Thief,Warhammer Quest: Imperial Noble,Warhammer Quest: Kislevite Shaman,Warhammer Quest: Lair of the Orc Lord,Warhammer Quest: Pit Fighter,Warhammer Quest: Pits & Traps,Warhammer Quest: Treasure Cards Pack #1,Warhammer Quest: Treasure Cards Pack #2,Warhammer Quest: Treasure Cards Pack #3,Warhammer Quest: Wardancer,Warhammer Quest: Warrior Priest,Warhammer Quest: Witch Hunter","Co-operative Play,Dice Rolling,Modular Board,Role Playing",Games Workshop Ltd.,7.41466,1988
1635,2,90,10,2,90,Demonlord,90,1981,"Fantasy,Print & Play,Wargame",,Arnold Hendrick,,Hex-and-Counter,"(Web published),Dwarfstar Games,Heritage USA",6.75636,83
1636,8,120,8,2,120,The Quest of the Philosopher's Stone,120,1986,"Deduction,Fantasy,Medieval,Puzzle",,Lowell Haynes,,,"Questone Marketing, Inc.",5.41504,133
1641,8,60,8,2,60,Bounty,60,2000,"Adventure,Nautical",,CyberZoo Interactive,,Pick-up and Deliver,Canopus Consultancies,5.27485,79
1645,2,90,12,2,90,War of 1812,90,1973,"American Indian Wars,Napoleonic,Wargame",,"Tom Dalgliesh,Lance Gutteridge",,"Dice Rolling,Point to Point Movement,Secret Unit Deployment","Columbia Games,Gamma Two Games",6.99528,582
1647,6,90,13,2,90,Spammers,90,1998,Card Game,,Jeff Tidball,,,"Atlas Games,Trident Game Studio",4.16362,105
1649,2,120,15,2,120,Colonisator,120,1979,"Science Fiction,Wargame",,"Marco Donadoni,François Nedelec,Duccio Vitale",,Hex-and-Counter,"Eurogames,International Team",5.9338,71
1650,4,45,10,2,45,The Lord of the Rings Adventure Game,45,1978,"Adventure,Fantasy,Movies / TV / Radio theme,Novel-based",,Michael Gray,,"Dice Rolling,Hand Management,Pick-up and Deliver",Milton Bradley,6.10727,55
1651,4,90,12,2,90,Vertigo,90,1990,"Economic,Negotiation,Political",,"Sylvie Barc,Philippe des Pallières,Yves Fagherazzi,Juan Rodriguez,Pascal Trigaux,Duccio Vitale",,"Action Point Allowance System,Voting",Eurogames,6.29829,76
1653,2,60,12,2,60,Coup,60,1991,Wargame,,Steve Jackson (I),,Hex-and-Counter,Steve Jackson Games,4.96538,78
1654,6,60,0,2,60,Double Crossing,60,1988,"Economic,Trains",,Paul J. Gruen,,"Pick-up and Deliver,Roll / Spin and Move",Lionel Trains,5.53111,90
1656,6,120,8,2,120,Smokers Wild,120,1978,Humor,,"Tom Dalgliesh,C. Forward,G. Rogers",,,"Avalon Hill,Dübreq,Gamma Two Games",5.02059,68
1657,6,120,12,3,120,Space Pigs,120,1999,"Economic,Negotiation,Political,Science Fiction",,Pascal Bernard,,"Auction/Bidding,Hex-and-Counter,Modular Board,Variable Player Powers,Voting",Tilsit,5.47115,78
1662,3,120,12,2,120,"Napoleon: The Waterloo Campaign, 1815",120,1974,"Napoleonic,Wargame",,"Tom Dalgliesh,Ron Gibson,Lance Gutteridge",,"Dice Rolling,Point to Point Movement,Secret Unit Deployment,Simulation","Avalon Hill,Columbia Games,Gamma Two Games",7.31008,1075
1663,6,90,8,2,90,Clue: Dungeons & Dragons,90,2001,"Deduction,Fantasy,Medieval,Murder/Mystery",,(Uncredited),,Roll / Spin and Move,USAopoly,5.85568,220
1666,1,240,12,1,240,Battle Hymn,240,1986,"Wargame,World War II",,"Joseph Reiser,Eric Lee Smith",Battle Hymn: Leatherneck,Hex-and-Counter,"Hobby Japan,Victory Games (I)",7.48452,345
1668,6,90,12,2,90,Modern Naval Battles,90,1989,"Card Game,Modern Warfare,Nautical,Print & Play,Wargame",,"Alan Emrich,Beth Queman,Dan Verssen","Modern Naval Battles II: The Campaign Game,Modern Naval Battles III","Hand Management,Take That","(Web published),3W (World Wide Wargames)",6.42074,386
1669,1,120,12,1,120,Mosby's Raiders,120,1985,"American Civil War,Wargame",,Eric Lee Smith,,"Area Movement,Campaign / Battle Card Driven",Victory Games (I),6.58062,374
1672,1,240,12,1,240,Open Fire,240,1988,"Wargame,World War II",,Gerard Christopher Klug,,Hex-and-Counter,Victory Games (I),5.45136,110
1673,4,90,10,1,90,Ultimate Golf,90,1985,Sports,,Howard L. Walter,,,"Gogny-Goubert,Ultimate Gifts, Inc.",4.6338,71
1674,9,45,12,3,45,Naval War,45,1979,"Card Game,Nautical,Wargame,World War II",,"S. Craig Taylor,Neil Zimmerer",Cards at Sea,"Hand Management,Take That","Avalon Hill,Battleline",6.18571,693
1678,2,120,12,1,120,Peloponnesian War,120,1991,"Ancient,Wargame",,Mark Herman,,"Dice Rolling,Point to Point Movement",Victory Games (I),6.71714,373
1679,1,360,12,1,180,Carrier,360,1990,"Aviation / Flight,Nautical,Wargame,World War II",,Jon Southard,,"Dice Rolling,Hex-and-Counter",Victory Games (I),7.29485,320
1680,5,30,12,3,30,Elements,30,1997,Card Game,,Marcel-André Casasola Merkle,,,"Adlung-Spiele,B2FGames LLC.",5.97945,73
1681,2,180,12,1,180,Tokyo Express,180,1988,"Nautical,Wargame,World War II",,Jon Southard,,"Dice Rolling,Hex-and-Counter",Victory Games (I),7.03306,242
1682,6,60,12,2,60,The Challenge,60,1990,"Card Game,Fantasy,Fighting,Medieval",,"Mark Rein•Hagen,Bruce Tarnopolski",,,Lion Rampant,5.84603,63
1684,4,90,10,2,90,Intern,90,1979,Medical,,"Dr. Cliff Andrew,Dr. Lou Andrew",,Roll / Spin and Move,"(Self-Published),Avalon Hill",4.17742,62
1686,4,90,10,2,90,Spy vs Spy,90,1986,"Comic Book / Strip,Fighting,Maze",,Michael Gray,,"Pick-up and Deliver,Tile Placement","MB Spiele,Milton Bradley",5.54454,119
1687,6,90,10,3,90,Red Empire,90,1990,"Card Game,Humor,Political",,Frank Chadwick,,Card Drafting,GDW Games,5.86968,188
1690,6,25,12,2,25,Unexploded Cow,25,2001,"Animals,Card Game,Economic,Humor,Print & Play",,"James Ernest,Paul Peterson",,"Dice Rolling,Set Collection","Cheapass Games,Portal Games",6.07235,1394
